employee_id,hire_date,department,job_level,education,gender,base_salary,bonus_pct,performance_score,projects_completed,training_hours,remote_days_wk,last_eval_date,attrition_risk
EMP-10465,2020-10-19,Legal,Lead,Bachelor's,Male,116300.0,0.21,2.5,20,,0,2024-04-06,High
EMP-10466,2021-04-19,Finance,Senior,Bachelor's,Prefer not to say,92300.0,0.14,2.4,4,81.0,1,2024-10-27,High
EMP-10467,2018-03-28,Marketing,Junior,Associate,Male,37700.0,0.01,4.5,12,50.0,0,2024-10-22,Low
EMP-10468,2015-06-18,Marketing,Director,High School,Male,177800.0,0.14,3.7,27,75.0,5,2024-09-17,Medium
EMP-10469,2015-04-08,R&D,Director,Associate,Female,184700.0,0.17,1.9,20,115.0,5,2024-01-24,Low
EMP-10470,2017-10-31,Sales,Lead,Bachelor's,Female,102600.0,0.05,2.4,22,84.0,3,2024-07-19,Low
EMP-10471,2013-05-20,Finance,Manager,Associate,Female,144200.0,0.16,3.0,2,,5,2024-03-29,Low
EMP-10472,2013-01-15,Engineering,Director,High School,Non-binary,184100.0,,2.6,19,72.0,2,2024-10-28,Medium
EMP-10473,2014-08-10,Operations,Senior,PhD,Male,87300.0,0.21,1.3,18,85.0,2,2024-11-24,Low
EMP-10474,2010-03-01,Legal,Manager,High School,Female,134900.0,,1.4,1,49.0,0,2024-05-23,High
EMP-10475,2020-03-01,Operations,Director,Bachelor's,Male,174100.0,0.23,,29,27.0,1,2024-11-17,Medium
EMP-10476,2019-01-31,HR,Senior,High School,Male,85800.0,,2.0,7,113.0,3,2024-05-03,Medium
EMP-10477,2019-12-29,Finance,Senior,Bachelor's,Male,102600.0,0.06,4.9,18,14.0,4,2024-05-29,Low
EMP-10478,2018-11-19,Operations,Lead,Master's,Male,111600.0,,3.0,5,35.0,4,2024-10-05,Medium
EMP-10479,2022-10-04,R&D,Junior,High School,Male,50000.0,0.21,3.2,2,,3,2024-01-14,Low
EMP-10480,2016-10-13,HR,Senior,Bachelor's,,103000.0,0.05,4.4,1,118.0,4,2024-08-03,Low
EMP-10481,2013-10-15,Marketing,Mid,High School,Female,63700.0,0.22,3.4,19,108.0,4,2024-10-07,Low
EMP-10482,2023-03-01,Engineering,Junior,High School,Male,52800.0,0.04,,12,91.0,1,2024-07-27,Low
EMP-10483,2011-06-28,Finance,Manager,Associate,Male,130100.0,,4.2,5,35.0,1,2024-11-28,Low
EMP-10484,2013-03-24,Finance,Manager,Master's,,141400.0,,4.8,1,48.0,1,2024-02-13,High
EMP-10485,2016-10-05,Operations,Senior,Bachelor's,Male,88400.0,0.16,,27,96.0,3,2024-12-12,Low
EMP-10486,2016-12-02,Sales,Manager,Associate,Female,134100.0,,2.9,18,25.0,0,2024-11-23,Low
EMP-10487,2015-08-28,Sales,Junior,High School,Female,41900.0,0.24,1.2,1,97.0,3,2024-07-13,High
EMP-10488,2022-10-29,Sales,Mid,Associate,Female,78300.0,0.11,3.3,7,15.0,4,2024-09-09,Low
EMP-10489,2022-05-14,Legal,Manager,PhD,Male,130400.0,0.11,4.3,21,55.0,5,2024-12-29,Low
EMP-10490,2017-08-21,Sales,Mid,High School,Male,62400.0,0.05,3.6,29,18.0,5,2024-07-03,High
EMP-10491,2011-08-26,Legal,Mid,Associate,Female,59100.0,,3.9,10,13.0,1,2024-12-19,Low
EMP-10492,2014-04-08,Operations,Director,High School,Non-binary,181700.0,0.24,3.2,13,107.0,0,2024-05-22,Low
EMP-10493,2023-01-31,Marketing,Senior,Bachelor's,Female,96900.0,0.11,,6,4.0,1,2024-06-14,Low
EMP-10494,2011-10-18,R&D,Lead,PhD,Female,123800.0,0.02,,6,17.0,5,2024-03-23,High
EMP-10495,2023-02-13,Marketing,Lead,Bachelor's,Female,121300.0,0.15,1.1,4,13.0,1,2024-10-21,High
EMP-10496,2014-01-04,Legal,Lead,PhD,Male,103500.0,0.13,4.6,24,33.0,1,2024-09-10,Low
EMP-10497,2016-10-28,Marketing,Director,PhD,Female,168500.0,0.16,4.0,14,30.0,5,2024-01-25,Low
EMP-10498,2023-01-08,Finance,Lead,PhD,Male,102500.0,0.13,1.1,1,5.0,5,2024-09-29,Medium
EMP-10499,2017-12-05,Engineering,Junior,Bachelor's,Non-binary,51500.0,0.1,2.5,1,21.0,4,2024-06-26,Low
EMP-10500,2020-06-29,Sales,Senior,Master's,,99500.0,0.1,3.0,12,,0,2024-03-12,Medium
EMP-10501,2018-01-03,Finance,Senior,Associate,Male,95500.0,0.24,2.8,7,94.0,5,2024-04-12,Low
EMP-10502,2019-08-10,Engineering,Junior,Bachelor's,Male,50400.0,0.06,3.2,4,,2,2024-09-21,Low
EMP-10503,2011-07-09,Marketing,Lead,High School,,110900.0,0.1,1.1,10,116.0,3,2024-02-01,Low
EMP-10504,2020-11-13,Marketing,Director,Master's,Female,163000.0,0.2,1.7,22,99.0,1,2024-03-24,Low
EMP-10505,2017-02-28,HR,Junior,Master's,Female,34300.0,0.09,2.3,5,87.0,5,2024-06-06,High
EMP-10506,2013-12-06,Operations,Junior,Associate,Male,32200.0,0.01,4.8,4,93.0,3,2024-09-23,Low
EMP-10507,2016-03-09,R&D,Mid,Bachelor's,Female,62700.0,0.22,2.5,28,6.0,3,2024-03-28,Low
EMP-10508,2015-10-11,HR,Mid,Bachelor's,Female,59800.0,0.17,2.0,17,27.0,1,2024-12-14,Low
EMP-10509,2022-04-04,Finance,Manager,Master's,Male,144800.0,0.1,2.5,16,,2,2024-06-08,Low
EMP-10510,2010-07-09,HR,Senior,High School,Female,90200.0,0.17,2.5,17,55.0,3,2024-01-28,Low
EMP-10511,2013-09-10,Operations,Manager,Bachelor's,Male,122100.0,0.16,3.1,11,63.0,4,2024-10-27,Low
EMP-10512,2016-01-05,Finance,Junior,Bachelor's,Female,37700.0,0.09,,1,107.0,4,2024-06-01,Low
EMP-10513,2015-04-25,R&D,Junior,Bachelor's,Female,39500.0,0.23,3.8,8,17.0,1,2024-07-15,Medium
EMP-10514,2010-06-14,Finance,Senior,PhD,Male,87700.0,,2.3,8,18.0,0,2024-07-03,Low
EMP-10515,2014-11-24,Legal,Lead,High School,,110700.0,0.18,4.5,18,10.0,4,2024-12-21,Low
EMP-10516,2011-01-26,Finance,Manager,PhD,Female,129700.0,0.03,3.9,5,82.0,4,2024-04-05,Low
EMP-10517,2018-12-18,Operations,Director,Bachelor's,Female,162600.0,,4.0,14,2.0,1,2024-05-19,Medium
EMP-10518,2020-01-18,R&D,Mid,Master's,Male,57800.0,0.21,4.2,29,29.0,0,2024-06-07,High
EMP-10519,2014-06-30,Marketing,Director,PhD,Male,165700.0,0.07,,4,86.0,4,2024-08-31,High
EMP-10520,2016-05-04,Legal,Mid,PhD,Male,59700.0,0.17,2.5,15,59.0,3,2024-04-11,Medium
EMP-10521,2021-04-04,R&D,Manager,Bachelor's,Female,124900.0,0.15,3.9,5,57.0,1,2024-11-13,Low
EMP-10522,2012-03-26,HR,Manager,Associate,Male,128500.0,0.12,2.5,22,89.0,4,2024-06-13,Low
EMP-10523,2014-05-31,Legal,Manager,High School,Male,126900.0,0.17,4.7,2,92.0,4,2024-08-12,Low
EMP-10524,2015-06-04,Finance,Senior,High School,Female,97400.0,0.16,2.0,22,101.0,0,2024-07-25,Low
EMP-10525,2011-04-11,Sales,Junior,Associate,Female,43000.0,0.18,2.5,18,58.0,5,2024-02-25,Low
EMP-10526,2012-11-22,Sales,Mid,PhD,Male,59400.0,0.14,4.7,20,,5,2024-12-14,Low
EMP-10527,2011-02-03,Finance,Mid,Associate,Male,74100.0,0.08,3.2,24,74.0,1,2024-05-13,Low
EMP-10528,2011-10-12,Finance,Lead,PhD,Female,113400.0,0.16,2.6,15,110.0,0,2024-07-04,Low
EMP-10529,2011-08-25,Sales,Junior,Associate,Male,42500.0,,3.4,23,17.0,5,2024-07-20,Low
EMP-10530,2022-11-28,HR,Mid,Master's,Male,66600.0,0.23,3.8,27,,0,2024-06-12,Low
EMP-10531,2017-08-26,HR,Manager,PhD,Male,135700.0,0.23,1.9,8,1.0,3,2024-07-16,Low
EMP-10532,2013-01-24,Sales,Director,Master's,Female,177700.0,0.11,3.7,26,14.0,3,2024-08-29,Low
EMP-10533,2010-02-11,HR,Director,High School,Female,170500.0,0.22,1.6,11,84.0,4,2024-05-16,Medium
EMP-10534,2014-03-22,Engineering,Mid,PhD,Female,67900.0,0.16,,9,34.0,3,2024-02-27,High
EMP-10535,2016-01-27,Engineering,Manager,Associate,Female,123800.0,0.15,4.5,21,81.0,0,2024-04-14,Medium
EMP-10536,2022-01-16,Operations,Mid,High School,Female,59800.0,0.1,4.7,12,56.0,0,2024-11-14,Low
EMP-10537,2010-05-03,R&D,Manager,Master's,Male,130600.0,0.19,1.9,15,,2,2024-08-18,Medium
EMP-10538,2017-03-30,R&D,Senior,Bachelor's,Female,87300.0,0.15,1.1,4,79.0,2,2024-09-13,High
EMP-10539,2010-08-14,Marketing,Lead,Associate,Female,110700.0,,,1,15.0,4,2024-07-28,High
EMP-10540,2014-10-05,Legal,Manager,Associate,Female,125000.0,0.2,2.6,8,15.0,0,2024-11-22,Low
EMP-10541,2017-03-19,Sales,Manager,PhD,Female,124100.0,0.2,4.9,25,87.0,4,2024-03-22,Medium
EMP-10542,2017-04-30,Marketing,Lead,High School,Male,122400.0,0.0,1.9,18,98.0,3,2024-06-10,Low
EMP-10543,2010-08-10,Sales,Lead,Master's,Male,103700.0,0.1,3.1,7,53.0,0,2024-01-23,Medium
EMP-10544,2020-11-27,Marketing,Senior,Bachelor's,Non-binary,104800.0,0.05,1.8,2,12.0,3,2024-03-18,Low
EMP-10545,2019-02-03,R&D,Junior,PhD,Female,40600.0,,3.8,7,118.0,1,2024-05-22,High
EMP-10546,2017-07-30,Finance,Director,Bachelor's,Female,166300.0,,2.4,4,62.0,5,2024-10-01,Low
EMP-10547,2013-11-30,Finance,Lead,Master's,Female,112800.0,0.12,1.4,3,107.0,0,2024-08-28,Low
EMP-10548,2011-04-16,Operations,Senior,Associate,Male,93200.0,0.13,,0,16.0,3,2024-12-04,High
EMP-10549,2019-04-17,Engineering,Junior,High School,Female,48400.0,,1.5,25,11.0,0,2024-10-13,Medium
EMP-10550,2011-01-08,HR,Mid,High School,Male,73100.0,0.12,1.6,15,42.0,5,2024-12-09,High
EMP-10551,2011-12-16,Sales,Mid,Master's,Male,61600.0,0.04,1.1,13,,3,2024-07-29,Low
EMP-10552,2017-07-03,Marketing,Lead,Associate,Female,108200.0,0.18,1.3,9,104.0,0,2024-02-09,Medium
EMP-10553,2021-02-01,Sales,Lead,High School,Female,121800.0,0.22,4.1,7,105.0,1,2024-05-20,Low
EMP-10554,2023-05-30,Legal,Junior,PhD,Female,50400.0,0.14,4.1,18,90.0,2,2024-07-19,High
EMP-10555,2018-12-18,Operations,Junior,PhD,Male,33700.0,0.14,4.9,1,114.0,2,2024-07-04,Low
EMP-10556,2015-10-07,Legal,Manager,Bachelor's,Male,127000.0,0.1,1.8,16,0.0,0,2024-07-21,Low
EMP-10557,2020-05-23,HR,Manager,PhD,Female,144700.0,0.1,1.7,15,63.0,2,2024-09-28,Low
EMP-10558,2010-04-22,Operations,Manager,Master's,Female,135900.0,0.04,4.6,10,36.0,4,2024-05-27,High
EMP-10559,2010-07-30,HR,Junior,Associate,Male,44600.0,0.23,2.3,9,66.0,2,2024-11-18,Low
EMP-10560,2017-02-08,Finance,Manager,PhD,Male,131700.0,0.06,3.9,29,36.0,4,2024-03-03,Low
EMP-10561,2022-08-27,R&D,Director,High School,Female,162500.0,,1.8,24,2.0,5,2024-05-12,Medium
EMP-10562,2017-01-11,Legal,Senior,PhD,Female,89500.0,0.05,1.1,21,48.0,1,2024-08-18,Medium
EMP-10563,2011-04-04,Engineering,Junior,Master's,Female,42200.0,0.01,2.3,10,51.0,4,2024-01-07,Low
EMP-10564,2019-04-24,HR,Senior,PhD,Female,84400.0,0.15,1.8,20,9.0,5,2024-01-22,Low
EMP-10565,2017-05-20,Finance,Senior,High School,Non-binary,97500.0,0.24,1.1,13,70.0,1,2024-09-29,Medium
EMP-10566,2013-07-07,Engineering,Manager,PhD,Male,125100.0,0.04,4.6,24,46.0,4,2024-12-23,Medium
EMP-10567,2012-02-05,Engineering,Junior,Bachelor's,Female,34200.0,0.17,4.5,6,58.0,1,2024-10-17,Low
EMP-10568,2010-06-02,Operations,Junior,Associate,Male,51200.0,0.08,1.9,1,41.0,0,2024-06-05,Low
EMP-10569,2013-07-03,Marketing,Manager,,Female,127000.0,0.08,4.0,3,43.0,4,2024-06-30,Medium
EMP-10570,2014-09-21,Operations,Director,Master's,,168300.0,0.18,4.2,6,95.0,0,2024-11-04,Low
EMP-10571,2013-03-14,Operations,Lead,Associate,Female,116800.0,0.23,2.1,15,75.0,1,2024-07-03,Low
EMP-10572,2021-11-16,Marketing,Senior,Associate,Male,97300.0,0.08,,23,87.0,4,2024-05-15,Low
EMP-10573,2012-01-07,Finance,Mid,Associate,Female,64600.0,0.18,,29,69.0,2,2024-05-04,Low
EMP-10574,2018-01-10,HR,Mid,Associate,Male,77400.0,0.11,1.4,29,,3,2024-02-05,Low
EMP-10575,2018-02-11,Sales,Junior,Bachelor's,Male,35100.0,0.24,1.5,3,45.0,5,2024-10-07,High
EMP-10576,2019-06-30,HR,Lead,Master's,Male,123700.0,0.14,1.3,4,51.0,1,2024-02-19,Medium
EMP-10577,2017-09-19,Finance,Manager,Master's,Female,137500.0,0.2,4.5,16,1.0,5,2024-11-04,Low
EMP-10578,2022-01-30,R&D,Junior,Bachelor's,Female,50500.0,0.15,1.6,23,42.0,3,2024-12-13,High
EMP-10579,2023-03-14,R&D,Mid,Associate,Male,71300.0,0.08,1.3,8,115.0,2,2024-07-30,High
EMP-10580,2022-06-13,R&D,Lead,Master's,Male,106500.0,0.12,2.3,10,53.0,0,2024-12-30,Low
EMP-10581,2013-06-10,Legal,Lead,PhD,Male,102400.0,0.2,4.9,20,66.0,4,2024-02-26,Low
EMP-10582,2022-11-24,Engineering,Manager,Associate,Non-binary,128300.0,0.13,2.7,20,53.0,3,2024-06-06,Low
EMP-10583,2017-06-03,HR,Lead,PhD,Female,121100.0,0.23,1.5,3,38.0,4,2024-03-25,Medium
EMP-10584,2015-02-28,Operations,Junior,,Male,39100.0,0.07,1.9,23,42.0,2,2024-11-26,Low
EMP-10585,2015-10-14,HR,Lead,Bachelor's,Female,105500.0,0.02,4.9,20,56.0,3,2024-03-31,Low
EMP-10586,2020-09-17,Finance,Lead,High School,Male,122800.0,,2.0,17,87.0,0,2024-11-20,Medium
EMP-10587,2010-09-17,Legal,Lead,High School,Male,117000.0,0.12,1.4,22,92.0,3,2024-12-20,Low
EMP-10588,2016-12-08,Sales,Mid,High School,Male,64900.0,0.03,3.8,5,25.0,1,2024-03-01,High
EMP-10589,2022-04-29,Finance,Manager,Bachelor's,Male,130500.0,0.17,2.1,14,98.0,2,2024-07-25,Low
EMP-10590,2020-03-01,Sales,Manager,Associate,Male,138400.0,0.08,,2,6.0,1,2024-07-20,Low
EMP-10591,2022-07-18,Operations,Mid,Associate,Male,70900.0,0.03,4.6,11,112.0,2,2024-06-23,Low
EMP-10592,2016-03-29,Engineering,Lead,Master's,Non-binary,119100.0,0.18,,11,60.0,2,2024-07-23,Low
EMP-10593,2018-02-08,Legal,Senior,Bachelor's,Male,99500.0,0.02,1.7,2,70.0,3,2024-07-19,Low
EMP-10594,2021-09-27,Legal,Senior,PhD,Prefer not to say,92900.0,,4.3,24,69.0,5,2024-09-12,High
EMP-10595,2021-11-17,Engineering,Junior,PhD,Female,33900.0,0.21,2.0,2,21.0,1,2024-06-21,Medium
EMP-10596,2016-02-23,Legal,Lead,High School,Female,103000.0,0.19,2.0,28,94.0,1,2024-06-28,Low
EMP-10597,2012-12-16,HR,Director,Master's,Male,169500.0,0.15,3.0,16,36.0,2,2024-04-05,Medium
EMP-10598,2015-09-03,Legal,Mid,Associate,Male,57800.0,0.17,1.4,12,108.0,5,2024-12-30,Medium
EMP-10599,2010-03-16,Marketing,Lead,Associate,Female,109200.0,0.21,2.8,14,29.0,1,2024-03-14,Medium
EMP-10600,2022-07-09,HR,Senior,Bachelor's,Male,98800.0,0.23,4.0,20,,3,2024-09-29,Low
EMP-10601,2020-09-02,HR,Director,Associate,Female,171500.0,0.07,2.7,12,99.0,5,2024-09-23,Medium
EMP-10602,2012-03-28,Engineering,Senior,PhD,Female,88900.0,0.05,1.1,6,24.0,0,2024-07-30,Low
EMP-10603,2018-02-17,Legal,Senior,Associate,Non-binary,103000.0,0.18,3.9,15,35.0,2,2024-12-08,Low
EMP-10604,2013-05-18,Finance,Director,High School,Male,184600.0,0.23,1.9,23,118.0,2,2024-05-27,Low
EMP-10605,2015-02-13,Operations,Manager,Bachelor's,Female,136900.0,0.2,2.4,28,4.0,1,2024-03-09,Low
EMP-10606,2018-12-28,Marketing,Lead,Master's,Female,122100.0,,1.5,22,30.0,4,2024-04-19,Low
EMP-10607,2012-01-07,Finance,Manager,PhD,Male,128300.0,0.22,3.0,27,,3,2024-06-22,Low
EMP-10608,2010-08-17,Marketing,Manager,Associate,Female,128000.0,,3.0,9,33.0,5,2024-12-15,High
EMP-10609,2013-01-03,Finance,Senior,Associate,Male,88700.0,0.03,3.5,16,38.0,5,2024-02-03,Low
EMP-10610,2012-09-28,R&D,Mid,PhD,Female,67200.0,0.17,3.7,26,82.0,0,2024-07-30,Low
EMP-10611,2011-05-08,Marketing,Lead,PhD,Female,123700.0,0.08,2.9,26,71.0,5,2024-02-04,Low
EMP-10612,2022-03-09,R&D,Manager,Bachelor's,Male,130500.0,0.13,,25,116.0,4,2024-09-14,Low
EMP-10613,2021-04-04,Sales,Junior,PhD,Non-binary,36300.0,0.2,4.6,21,,1,2024-01-02,High
EMP-10614,2014-08-06,Finance,Manager,High School,Male,127200.0,0.22,1.6,27,93.0,2,2024-10-20,Medium
EMP-10615,2022-06-15,HR,Mid,Master's,Male,59000.0,0.17,1.2,20,12.0,5,2024-12-07,Low
EMP-10616,2014-01-29,Finance,Junior,PhD,Male,39400.0,0.16,2.9,28,53.0,2,2024-04-30,Medium
EMP-10617,2015-10-24,R&D,Mid,,Male,72200.0,0.04,3.5,4,85.0,0,2024-10-22,Medium
EMP-10618,2018-03-15,Finance,Lead,Master's,Male,113100.0,0.05,2.3,21,,3,2024-08-09,Medium
EMP-10619,2013-05-08,Sales,Director,PhD,Female,184300.0,0.04,2.4,5,,5,2024-07-25,Low
EMP-10620,2013-12-24,R&D,Manager,High School,Female,132100.0,0.13,,15,69.0,1,2024-04-19,Medium
EMP-10621,2013-08-20,Marketing,Senior,PhD,Female,95000.0,0.0,4.0,21,64.0,5,2024-10-20,Medium
EMP-10622,2021-11-08,Finance,Senior,High School,Male,92300.0,,3.4,10,62.0,5,2024-05-20,Medium
EMP-10623,2010-08-26,R&D,Junior,PhD,Male,49100.0,0.03,5.0,2,,3,2024-12-13,High
EMP-10624,2017-11-13,Engineering,Director,PhD,Female,172000.0,0.08,3.7,26,16.0,1,2024-03-08,High
EMP-10625,2015-06-11,HR,Director,PhD,Female,163800.0,0.07,3.3,7,,3,2024-03-18,Low
EMP-10626,2019-11-27,Marketing,Junior,PhD,Male,52000.0,0.02,2.1,10,,5,2024-04-23,Medium
EMP-10627,2021-03-11,Operations,Manager,PhD,Male,132300.0,0.17,2.6,1,1.0,0,2024-12-09,Low
EMP-10628,2014-10-13,HR,Lead,Bachelor's,Female,104900.0,0.09,2.7,4,69.0,1,2024-05-02,Medium
EMP-10629,2017-09-20,Marketing,Director,Master's,Female,171600.0,0.21,1.4,18,100.0,5,2024-09-13,Low
EMP-10630,2018-09-22,Sales,Mid,Master's,Male,58600.0,0.0,3.5,27,46.0,1,2024-03-04,Low
EMP-10631,2020-04-27,Sales,Director,Associate,Male,172600.0,0.03,5.0,19,48.0,0,2024-05-24,Low
EMP-10632,2014-10-04,Engineering,Mid,Master's,Prefer not to say,73800.0,0.22,1.0,6,16.0,5,2024-01-18,Low
EMP-10633,2017-04-06,Marketing,Junior,High School,Non-binary,39700.0,0.15,3.6,22,118.0,0,2024-11-28,Low
EMP-10634,2010-08-05,Operations,Manager,Bachelor's,Female,127000.0,0.25,3.3,2,1.0,0,2024-07-14,Low
EMP-10635,2012-06-02,Finance,Mid,High School,Female,62700.0,0.13,4.5,8,101.0,5,2024-05-27,Low
EMP-10636,2010-05-07,Finance,Senior,Master's,Male,102600.0,0.22,3.9,20,,2,2024-03-08,Medium
EMP-10637,2011-06-21,Marketing,Director,High School,Female,170000.0,0.06,4.5,28,46.0,3,2024-11-27,Medium
EMP-10638,2019-01-05,Marketing,Manager,High School,Male,137100.0,0.16,,4,,2,2024-12-26,Low
EMP-10639,2017-11-12,R&D,Senior,Associate,Female,83000.0,,3.5,16,109.0,4,2024-12-26,Medium
EMP-10640,2011-05-07,R&D,Junior,PhD,Female,38500.0,0.16,3.9,27,53.0,2,2024-07-15,High
EMP-10641,2015-02-12,Marketing,Manager,High School,Male,132500.0,,4.7,0,108.0,3,2024-11-09,Low
EMP-10642,2022-08-27,Marketing,Senior,Bachelor's,Female,85900.0,,2.9,23,4.0,4,2024-05-20,Low
EMP-10643,2018-06-08,Marketing,Mid,PhD,Male,73600.0,0.0,2.6,21,25.0,4,2024-12-30,Low
EMP-10644,2019-03-13,R&D,Senior,Associate,Male,99100.0,0.2,1.9,18,88.0,0,2024-02-04,Medium
EMP-10645,2018-06-04,HR,Mid,Master's,Male,68900.0,0.04,4.5,3,53.0,3,2024-11-04,Low
EMP-10646,2015-01-10,Engineering,Mid,Bachelor's,Female,79500.0,0.23,4.1,10,2.0,4,2024-11-05,Medium
EMP-10647,2010-09-09,Marketing,Director,PhD,Female,177600.0,0.1,,9,101.0,3,2024-09-17,Low
EMP-10648,2015-08-26,Sales,Mid,Bachelor's,Male,74300.0,,3.8,8,60.0,4,2024-05-19,Low
EMP-10649,2010-06-20,R&D,Junior,PhD,Female,42200.0,,2.9,13,,5,2024-11-07,Low
EMP-10650,2015-11-19,Operations,Lead,High School,Female,104500.0,0.11,4.3,17,51.0,2,2024-04-19,Low
EMP-10651,2019-09-24,Operations,Lead,Master's,Male,105500.0,,4.5,13,16.0,2,2024-04-24,High
EMP-10652,2015-06-05,HR,Manager,Associate,Male,143600.0,0.23,4.2,14,108.0,1,2024-06-07,Low
EMP-10653,2015-03-11,Sales,Director,Associate,Female,164300.0,0.11,3.8,22,79.0,1,2024-02-18,Medium
EMP-10654,2017-12-12,HR,Lead,PhD,Male,122400.0,0.16,1.4,25,97.0,3,2024-07-03,Medium
EMP-10655,2014-07-23,Operations,Director,PhD,Female,174700.0,0.1,3.2,20,77.0,1,2024-12-12,Low
EMP-10656,2017-04-24,Sales,Senior,Master's,Female,96300.0,0.06,4.4,8,106.0,4,2024-10-18,Low
EMP-10657,2019-07-19,Operations,Junior,,Male,47800.0,0.24,2.0,11,21.0,5,2024-02-10,High
EMP-10658,2016-04-01,Marketing,Junior,Master's,,34200.0,,,8,88.0,5,2024-07-03,Low
EMP-10659,2016-09-10,Marketing,Mid,High School,Prefer not to say,65300.0,0.19,3.9,25,112.0,0,2024-01-12,Low
EMP-10660,2021-03-08,Legal,Lead,Master's,Female,123900.0,0.16,1.8,10,26.0,4,2024-12-24,Low
EMP-10661,2014-11-10,Operations,Lead,High School,Male,118800.0,0.23,4.6,1,3.0,1,2024-09-21,Medium
EMP-10662,2022-10-10,Legal,Senior,Bachelor's,Female,89300.0,,1.1,27,115.0,1,2024-02-06,Low
EMP-10663,2013-07-07,HR,Lead,High School,Non-binary,116700.0,,,6,,1,2024-03-03,Low
EMP-10664,2020-09-15,Finance,Junior,High School,Prefer not to say,42400.0,0.19,3.1,4,,3,2024-06-15,Low
EMP-10665,2015-12-30,Marketing,Lead,High School,Female,117600.0,,2.9,4,63.0,1,2024-04-21,Low
EMP-10666,2013-01-23,HR,Junior,Bachelor's,Male,45700.0,0.03,1.9,26,112.0,5,2024-01-02,Low
EMP-10667,2016-09-24,Engineering,Lead,Associate,Female,114200.0,0.18,,10,108.0,0,2024-08-22,Medium
EMP-10668,2016-05-03,Legal,Senior,Bachelor's,Female,99500.0,0.03,1.7,21,67.0,1,2024-11-18,Low
EMP-10669,2011-12-26,Operations,Mid,Bachelor's,Female,71600.0,0.08,2.2,28,49.0,1,2024-03-12,Low
EMP-10670,2017-06-08,Finance,Mid,PhD,Prefer not to say,67300.0,0.24,3.8,1,104.0,1,2024-08-16,Low
EMP-10671,2010-02-02,R&D,Lead,High School,,122300.0,0.05,4.0,3,3.0,5,2024-05-20,High
EMP-10672,2020-11-21,R&D,Director,Associate,Female,163700.0,0.09,4.9,18,73.0,4,2024-09-14,High
EMP-10673,2015-08-08,Finance,Junior,PhD,Female,35400.0,0.19,1.8,8,93.0,5,2024-01-31,Medium
EMP-10674,2013-08-16,Engineering,Manager,High School,Female,136900.0,0.18,,4,,2,2024-08-16,Medium
EMP-10675,2017-03-04,R&D,Director,PhD,Male,164900.0,0.18,1.1,10,4.0,2,2024-10-29,Low
EMP-10676,2023-05-28,R&D,Lead,High School,Female,122900.0,0.03,1.1,28,90.0,3,2024-10-11,High
EMP-10677,2020-02-29,Engineering,Lead,High School,Male,111100.0,0.23,4.8,6,61.0,4,2024-10-31,Low
EMP-10678,2014-10-04,Engineering,Senior,Master's,Male,86400.0,0.13,1.4,14,118.0,0,2024-01-17,Low
EMP-10679,2022-12-29,Legal,Junior,Master's,Female,33200.0,0.16,3.5,20,76.0,4,2024-01-21,Low
EMP-10680,2011-03-04,Sales,Mid,Associate,Female,75300.0,0.18,3.4,22,12.0,5,2024-10-02,Low
EMP-10681,2014-09-15,Marketing,Director,Associate,Female,166200.0,0.18,4.5,7,99.0,1,2024-08-27,Medium
EMP-10682,2018-01-31,Legal,Mid,Bachelor's,Female,59100.0,0.17,4.4,28,47.0,2,2024-02-26,High
EMP-10683,2011-01-14,Engineering,Junior,Associate,Female,47300.0,0.16,3.4,23,86.0,1,2024-09-04,Medium
EMP-10684,2019-11-06,R&D,Manager,PhD,Female,144400.0,0.18,4.0,11,,3,2024-04-24,Low
EMP-10685,2014-02-02,Legal,Mid,Master's,Non-binary,77300.0,0.13,3.6,9,,3,2024-05-30,Medium
EMP-10686,2019-10-02,Engineering,Lead,,,103200.0,0.05,1.4,27,51.0,4,2024-11-18,High
EMP-10687,2013-02-19,Engineering,Junior,High School,Female,41800.0,,4.7,21,86.0,5,2024-06-23,Medium
EMP-10688,2016-09-03,Legal,Mid,Associate,Male,78500.0,0.2,2.5,23,51.0,4,2024-06-18,Medium
EMP-10689,2010-07-20,Sales,Lead,Bachelor's,Male,104200.0,0.1,3.5,0,53.0,0,2024-09-28,Low
EMP-10690,2012-07-02,Legal,Junior,Bachelor's,Male,53600.0,0.24,1.0,26,37.0,4,2024-10-18,Low
EMP-10691,2013-05-29,Engineering,Senior,Master's,Non-binary,93200.0,0.08,3.6,7,84.0,2,2024-04-27,Low
EMP-10692,2010-03-19,Engineering,Junior,Associate,Female,46300.0,,3.7,22,1.0,3,2024-04-21,Low
EMP-10693,2012-12-28,HR,Junior,PhD,Male,49000.0,0.14,3.6,3,38.0,2,2024-10-11,Low
EMP-10694,2016-10-15,HR,Lead,Bachelor's,Male,104800.0,0.03,3.4,23,99.0,1,2024-04-16,Medium
EMP-10695,2013-05-20,Legal,Senior,PhD,Male,86700.0,0.01,2.4,11,117.0,0,2024-05-24,Low
EMP-10696,2021-04-10,Legal,Junior,High School,Female,44900.0,,2.9,8,,5,2024-10-22,Low
EMP-10697,2017-11-20,Marketing,Manager,PhD,Female,144900.0,0.24,5.0,1,83.0,2,2024-10-01,Low
